asset,tf,family,donchian,ma_len,atr_k_entry,atr_k_trail,scale_in_layers,scale_in_gap_atr,partial_tp_r,partial_tp_frac,Sharpe,Sortino,Calmar,MaxDD,ProfitFactor,Ulcer,rsi_len,rsi_low_high,bb_len,bb_dev,mean_exit,max_layers,adx_len,adx_thr,vol_z_thr,hysteresis
EURUSD,1h,V3_TF,20.0,50.0,1.5,2.0,0.0,1.2,2.0,0.5,1.3876579253140908,1.8597453598945295,0.8130747638853569,0.13336850950710527,1.8276765170357647,10.502834256272713,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,2.0,3.0,1.0,0.8,2.0,0.5,1.3712514761699726,1.842281698706793,1.0697972393452106,0.10208698598754565,1.7669991082679979,11.974731881095789,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,200.0,1.0,2.0,2.0,1.2,2.0,0.5,1.294992496625144,1.5859832818706554,1.283790245119908,0.10322620881864382,1.9383937232971067,11.666147077899186,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,100.0,1.5,1.5,1.0,0.8,2.0,0.5,1.6677302899423574,2.0324515637896625,1.6219666368604213,0.08161623980057212,2.044865334236585,5.660987369346159,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,200.0,1.5,1.5,0.0,1.2,1.5,0.5,1.8218936230351888,2.2923151364290004,1.0246760441081004,0.11517535022921632,1.701870570457688,13.736390622972916,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,2.0,1.5,3.0,1.2,2.0,0.5,1.346596638488989,1.499699659294393,0.9494716848023846,0.13271165832565962,1.4318581540236486,12.961655155092943,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,200.0,2.0,2.0,2.0,1.0,1.5,0.5,1.7256371709971727,2.1552361728640537,1.5631515151922428,0.07851001270647628,1.5647015200967127,7.477023897604875,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,100.0,2.0,1.5,0.0,1.2,2.0,0.5,1.7648737908854855,2.021210255776187,1.4552541325357404,0.13753400792241754,2.3279563964330103,12.212224575742258,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,200.0,1.0,3.0,2.0,1.2,1.5,0.33,1.350347431968001,1.7757418450048958,0.8721077317925731,0.14448860483748582,1.8339009571668212,13.109509259429688,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,50.0,1.0,3.0,1.0,0.8,2.0,0.33,1.5444219392598517,1.844501104495861,1.3257730656863422,0.1111516081868133,1.357875989469052,5.843547282408462,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,50.0,2.0,3.0,0.0,1.2,2.0,0.5,1.3898986676381226,1.6237066167957201,0.9903148720911747,0.08908551937673426,1.9491229095236666,6.117841166719935,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,100.0,1.0,3.0,1.0,0.8,2.0,0.33,1.4159404527879653,1.8069595906793745,1.0345741569485234,0.14108145508203135,2.4426215712062374,6.751081220811789,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,200.0,2.0,1.5,3.0,1.2,2.0,0.33,1.4961875609374486,1.9048755004564435,1.3154978172609908,0.12217294436639466,1.7555720845203266,5.352221165075331,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,50.0,1.0,3.0,0.0,1.2,1.5,0.5,1.7331523776043642,1.9126564026084056,1.206892072973624,0.08567211288504581,2.071127378730349,9.966515176133768,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,100.0,1.5,3.0,2.0,1.2,2.0,0.33,1.7095196120986795,2.2242772034092853,1.3738716516717118,0.08074627952049132,2.4936192881720363,8.504069063324867,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,2.0,1.5,2.0,1.0,1.5,0.5,1.8809156003983958,2.6148190934987197,1.3354056730752621,0.0944913662395174,2.002804649016687,13.625972339583473,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,200.0,1.5,1.5,3.0,1.0,2.0,0.5,1.881239016284978,2.1265069062841397,1.7159966929137533,0.0849199866034573,1.9344568551442638,12.745086101644238,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,50.0,1.5,3.0,1.0,0.8,2.0,0.5,1.4241578891005642,1.9530031266749104,1.1139413025640859,0.09625595980374967,2.003699279916732,14.966448789447371,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,1.5,3.0,3.0,1.0,1.5,0.5,1.4679393673236434,1.9318988634166183,0.9817253884635194,0.06188349186063809,1.9015168510212475,12.08451471019118,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,2.0,2.0,3.0,1.2,2.0,0.5,1.6741288470668354,2.156707032500936,1.4021672889939567,0.10324639230998477,1.4562571635811579,13.524698927366677,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,1.5,3.0,2.0,0.8,2.0,0.33,1.420004553184928,1.7584668079781616,1.2584685403555396,0.1425650695035348,1.756869121410714,13.504496356102177,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,50.0,1.5,3.0,0.0,1.2,1.5,0.33,1.2790201478116678,1.463965583008474,0.8050693150009004,0.05710936779573248,1.937298277656557,10.31841296602258,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,50.0,2.0,3.0,1.0,1.0,2.0,0.33,1.2998404459109247,1.4709067052716884,1.115029068809336,0.061769410602535206,2.426783009420744,13.559437267828038,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,50.0,1.0,2.0,0.0,1.2,2.0,0.33,1.9417052879240404,2.3361474764209187,1.6343663997494655,0.06887268082663019,1.8307902882552283,12.167371527370788,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,100.0,1.0,3.0,0.0,0.8,1.5,0.5,1.6221136921779453,2.2635396606617144,1.353691047833763,0.09250888480833153,2.354359081608542,8.178527553951884,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,50.0,1.5,3.0,3.0,1.2,1.5,0.33,1.494097860806302,1.9006497165842695,1.37071039569539,0.13452989349984723,1.5240520890798646,10.26479294532934,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,200.0,2.0,1.5,2.0,0.8,1.5,0.5,1.7179793805680483,2.078645046141595,0.9181542704551341,0.1453040671897451,1.4708815834954314,13.7804444028867,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,200.0,1.0,3.0,1.0,1.0,1.5,0.5,1.9058514719601323,2.352012547205896,1.6014406562222432,0.08785989027517915,1.6580679864199086,5.139989175020525,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,100.0,1.5,3.0,0.0,1.2,1.5,0.5,1.631652150173923,2.151869136766595,1.4356980301502522,0.14659401922737073,2.4286277596898413,8.895930279538103,,,,,,,,,,
EURUSD,1h,V3_TF,20.0,200.0,1.5,3.0,2.0,1.2,2.0,0.33,1.2818542296574507,1.7423095191696851,0.9382534729624668,0.13769783243689715,1.466406666909423,6.052298165165032,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,100.0,2.0,1.5,3.0,1.0,2.0,0.5,1.64250729814328,1.9295430976986163,1.1209919767648968,0.09773779047639704,1.5913523497669517,7.856223065792718,,,,,,,,,,
EURUSD,1h,V3_TF,60.0,50.0,2.0,1.5,1.0,0.8,1.5,0.5,1.7273389100220666,2.270209176823007,1.4068678908600214,0.06468341578950652,2.42853005508408,11.445211843917617,,,,,,,,,,
EURUSD,1h,V3_TF,40.0,200.0,1.5,3.0,1.0,0.8,1.5,0.5,1.6027164321654164,1.8066525618729745,1.4549428907335096,0.07688996915590916,1.9561632934454851,12.126454180413226,,,,,,,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.3798988876087397,1.5986884698864068,1.086324425688338,0.1331175725901426,1.3662950392239508,13.594844272655074,7.0,"[25, 75]",20.0,2.0,midband,1.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.4034185651456288,1.5828002388987636,1.0968078962704766,0.055414539513445354,2.369029654472186,13.319589798300363,7.0,"[25, 75]",20.0,2.0,sma,0.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.7560366337462012,2.4018911815087725,0.9997064994399432,0.1169621222933372,1.4841156387025918,14.013013043626977,7.0,"[25, 75]",20.0,3.0,midband,0.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.3623957160458517,1.6303376168085228,1.188462734188542,0.057221211922711616,2.260027755520003,6.536016874926409,7.0,"[25, 75]",20.0,3.0,midband,2.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.6330218387205662,1.9222475546779025,0.9477398686928388,0.07836884510789253,1.9306172350414987,9.717631018202589,7.0,"[20, 80]",20.0,2.5,midband,2.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.4145771513351437,1.862194972509919,1.1897319813014091,0.12144111884303932,1.3141719884484462,5.411912115482693,7.0,"[20, 80]",20.0,2.5,sma,0.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.4710102254483792,1.644108241283307,1.270470362349869,0.14092007305337834,1.4041406867851056,13.5305766602782,7.0,"[20, 80]",20.0,3.0,midband,2.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.9880783007387457,2.5624723049562457,1.764222402012882,0.12016482102430973,1.9933587023845858,9.97106735005466,14.0,"[25, 75]",20.0,2.0,sma,0.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.6875380357522167,2.3186582964327944,1.5704148464542078,0.0797462268183637,1.366386813767476,14.783543872604444,14.0,"[20, 80]",20.0,2.0,midband,2.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.3566789250505746,1.6994892905820846,1.2213494483831633,0.12664535257131937,2.3785550146315835,7.830797138259116,14.0,"[20, 80]",20.0,2.5,sma,1.0,,,,
EURUSD,1h,V3_MR,,,,,,,,,1.9048650288567035,2.517070085853557,1.1756613482533025,0.12667909244335163,1.576010586089452,12.999859969987085,14.0,"[20, 80]",20.0,3.0,midband,0.0,,,,
EURUSD,1h,V3_RS,,,,,,,,,1.6276644629128665,1.853804920311136,1.4587825522753504,0.10163775797618607,1.8958218528377893,10.173498837642624,,,,,,,14.0,22.0,0.5,1.0
EURUSD,1h,V3_RS,,,,,,,,,1.7932002907320628,2.013964312298293,0.9329259681461912,0.1255652123865716,1.500712006687565,14.945619258676453,,,,,,,20.0,18.0,0.0,1.0
EURUSD,1h,V3_RS,,,,,,,,,1.2434661747858329,1.4056169354781574,1.192413327066184,0.13115392796283631,2.4889767872150292,9.046686772852185,,,,,,,20.0,22.0,0.0,2.0
EURUSD,4h,V3_TF,20.0,200.0,1.5,2.0,1.0,1.2,1.5,0.33,1.7388569429537934,2.3741714526100703,0.9502297579043801,0.08808806163853927,2.1759481909459026,13.068037288606602,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,1.5,2.0,1.2,1.5,0.5,1.5619245942246294,1.8787390702534927,1.4487099792008744,0.08555489647260947,1.698018322615503,10.389220882154659,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.5,2.0,3.0,0.8,1.5,0.33,1.8672003093496232,2.3806646872080646,1.290741858298192,0.14428542352408694,2.286108552250339,9.151283534491787,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,3.0,2.0,1.0,2.0,0.33,1.4057898739500572,1.9520951462898843,1.1715199437476818,0.08333993662072778,1.738614064002702,10.062740472921433,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,2.0,0.0,0.8,2.0,0.5,1.6209640016973326,2.0367230915293986,1.3121849856941852,0.1219299886124678,1.58759135085004,10.530493053088222,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,3.0,0.0,1.0,1.5,0.33,1.3954368736873999,1.946985770282734,0.8420598343247939,0.09281776851106593,2.380522955998649,10.541731299120038,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.0,1.5,0.0,1.0,2.0,0.33,1.787801604464405,2.338681490807942,1.2669406712513926,0.06220480444211745,1.4335724238578464,12.516775860614713,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.0,2.0,2.0,1.0,1.5,0.33,1.9953207901512489,2.541065738628192,1.5411438475440984,0.07622159845018511,1.9390205754439653,8.800587846544376,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,1.5,1.0,0.8,1.5,0.33,1.5094775360840145,1.9512400043016938,1.3782664397801339,0.1022233217428177,2.2243949879837954,14.83700814599494,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.5,2.0,1.0,1.2,2.0,0.5,1.6436602474552744,2.0716719483342687,1.142305879690308,0.06600445269902236,2.388291015973985,12.934905398510757,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,3.0,2.0,1.0,2.0,0.5,1.8971018400705926,2.616012946895993,1.5129198454381976,0.05726226795299379,1.4204917758826594,8.449885810180447,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,2.0,0.0,0.8,1.5,0.5,1.334177501372734,1.4828742101551757,1.0765150223805682,0.11343771529240801,1.8232550536079377,9.118200592969462,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,0.0,1.2,1.5,0.33,1.599163895128692,2.120431266807557,1.0270525050502342,0.09674100671459772,2.112530417872687,11.637379046647771,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,1.5,1.0,1.2,1.5,0.5,1.2945909198188603,1.5392550164643253,1.2384507923294499,0.13741399704697482,1.8727582317667195,10.244839840414679,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,2.0,1.0,0.8,2.0,0.5,1.5129693717255241,1.7341770608587106,0.8847145046051265,0.0939450477004578,1.7940287087882794,5.921456987369153,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,0.0,1.2,2.0,0.5,1.5781899428121193,1.7995600241544503,1.5154166559553393,0.07804739024869341,2.0532494946984903,10.170324921594824,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,2.0,3.0,1.2,2.0,0.33,1.3768706683191527,1.7097350201995876,0.8872956690401431,0.147950181277046,1.806924052182612,11.758716140954071,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,1.5,0.0,0.8,2.0,0.5,1.9493947463362127,2.3046188913214922,1.0907085962157017,0.14593791405418502,2.373751398357634,9.91484023864458,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,1.5,2.0,0.8,1.5,0.33,1.5360383692786947,2.1100959436321034,1.010761446507676,0.10354161128118203,1.9734643926528181,8.576697388131844,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,2.0,3.0,0.8,1.5,0.33,1.9656444002164584,2.30639333159556,1.340097303858469,0.11588974601864199,1.9425108767779649,5.731377875996503,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,3.0,1.0,1.0,2.0,0.5,1.4316332672179084,1.700916508019621,0.9052446057630398,0.13007920439535628,1.4179632124258352,12.24174190664265,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,2.0,0.0,1.2,2.0,0.33,1.7016454062800832,1.8814786994267132,0.8987968629878038,0.11845584899994033,1.4484286799343136,7.6356831425172755,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,2.0,1.0,0.8,1.5,0.5,1.9388409770652895,2.527883011483168,1.9263775338923899,0.09844115171539523,1.8018823163280304,11.735417867742383,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,1.5,3.0,0.8,1.5,0.33,1.6016370472451666,1.7709734587502655,0.9407564795541871,0.09421134031109712,1.3932349556775536,6.89599823390501,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,2.0,2.0,1.0,2.0,0.5,1.8066552584324225,2.455105054149106,1.4552970341507396,0.1456467159843906,1.3677897679622166,10.547277048047734,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.0,3.0,1.0,1.2,1.5,0.33,1.5974473699590517,2.1981993998912004,0.8349702763845608,0.059684398482178484,1.5118297988398446,10.424453994069024,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,2.0,0.0,1.2,1.5,0.5,1.8459845899570395,2.571645601122673,0.9621884465559294,0.06568090660457743,1.908314628543264,14.428074845523703,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,3.0,2.0,0.8,2.0,0.33,1.5611993795968937,1.82670399481013,0.9547115785806891,0.11074044020224189,1.3570867326682095,8.789541328703315,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,1.0,1.0,2.0,0.33,1.4113223062688485,1.8180814339158005,1.1310637286858254,0.057945610780727734,2.330472911293815,7.635334893625647,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,3.0,3.0,1.0,1.5,0.33,1.573140330565661,1.8202371994918254,1.485390154046787,0.06404375918499104,1.3622298587852604,10.84563650161978,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,3.0,0.8,2.0,0.5,1.6973499522322313,2.284169183146182,1.2711165819968229,0.12181942919482619,1.9336432099526557,5.93757466828524,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,2.0,0.0,1.0,1.5,0.5,1.2615243052467457,1.6642510048258323,0.8828276465776975,0.061792217508023356,1.6142146562930462,8.56061062837493,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,3.0,1.0,1.2,1.5,0.5,1.450216402491013,1.9106160884708583,1.0623435248760842,0.14018621043215795,1.7085176122963168,5.729390441332146,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.5,3.0,2.0,1.0,1.5,0.33,1.5543247420364643,1.9746800101442161,1.4410503518044793,0.1456301317713593,2.444889642226826,9.714080479697104,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,1.0,1.0,1.5,0.5,1.8996954917568036,2.495948193554345,1.0779020703492157,0.1206636222087255,2.313703609136444,7.723848475199608,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.0,1.5,3.0,1.0,2.0,0.33,1.6068350264086397,2.232772388118878,1.1474871332035048,0.06252688025192861,1.7041749683447054,12.348415467401187,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,1.5,3.0,0.8,1.5,0.33,1.4037391068387932,1.5996736283035018,1.224696397460353,0.11529214723770659,2.0032973345016822,14.534443937950511,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.5,1.5,3.0,1.0,1.5,0.5,1.9560142290917735,2.3177349938395104,1.4194022044736363,0.0758905607471878,2.3863690183748463,11.63113610689766,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,1.5,0.0,1.2,2.0,0.5,1.5139276742061984,1.9805042067653835,1.4098980665427299,0.10929756713904192,1.9315376879144255,14.348577792602232,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,2.0,2.0,2.0,1.0,1.5,0.33,1.402715518203455,1.9585726247132336,1.3133544243372068,0.14467096368329563,2.0342952457863004,8.467769057140728,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,2.0,1.0,0.8,1.5,0.33,1.6663482150963156,1.9166777641989452,1.174713999624372,0.13788298485429074,1.9679495468782724,14.66740835856846,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,1.0,1.0,1.5,0.33,1.508802920867811,1.685079370555339,0.9967734438346909,0.10797737681304845,1.404558339558928,10.545034616363841,,,,,,,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.3800492211575262,1.7266420990860603,1.0541233714987004,0.08470895782888029,1.7317173702742505,14.414537550502988,7.0,"[25, 75]",20.0,2.5,midband,0.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.8870375867272107,2.514777681940284,1.8389966805793587,0.14649928945421756,1.7179868690729618,7.778718363245148,7.0,"[25, 75]",20.0,2.5,sma,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.5283311897634375,1.6931597225473767,0.8833068663414622,0.14803699833693507,1.6346859613118145,9.639472735755422,7.0,"[25, 75]",20.0,3.0,sma,0.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.9155623259567909,2.469095048117887,1.7673020933536856,0.051924336603599255,2.2044071342593723,7.347840882322983,7.0,"[20, 80]",20.0,2.5,sma,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.8010687833439298,2.282303454443266,1.2732951836305706,0.07095240564080665,1.5376137582221674,8.638106816303893,14.0,"[25, 75]",20.0,2.0,midband,0.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.7978943872539885,2.4845931968943935,1.6785668486470586,0.0854253349037302,1.528056741082289,10.601287137464277,14.0,"[25, 75]",20.0,2.0,midband,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.733854244821946,2.342981045840057,1.1935690704923225,0.14104928876719725,1.4279865495409332,10.311688034582534,14.0,"[25, 75]",20.0,2.0,sma,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.3703784173660862,1.5239165152989282,0.897525041568423,0.08002306254315115,2.361655209244639,6.760554351498453,14.0,"[25, 75]",20.0,2.5,midband,0.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.4089963467986335,1.6012235776827974,1.0752062404828138,0.11602024129091196,1.9654878196732763,6.116029125423638,14.0,"[25, 75]",20.0,2.5,sma,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.5076730851892766,2.06405389141986,1.4399892841983875,0.1044100451776821,1.582485791829621,13.866645592490025,14.0,"[25, 75]",20.0,3.0,midband,0.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.5839312645270243,1.9214714441930678,1.0983766492340625,0.09803599410202933,1.4106211314038128,9.692500863293532,14.0,"[25, 75]",20.0,3.0,sma,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.401258413891634,1.6035358054839857,0.8558118306649303,0.13666452475244753,2.368013223570398,9.626630337183265,14.0,"[20, 80]",20.0,2.0,midband,2.0,,,,
EURUSD,4h,V3_MR,,,,,,,,,1.66935211825074,2.2314750943213086,1.0370452841127582,0.12047894024242306,1.7415880754970847,14.609373385938472,14.0,"[20, 80]",20.0,3.0,midband,2.0,,,,
EURUSD,4h,V3_RS,,,,,,,,,1.687178368948957,2.0751669644557302,1.097347547291761,0.08463553526308235,1.5878710289680658,13.824505340872701,,,,,,,14.0,18.0,0.0,3.0
EURUSD,4h,V3_RS,,,,,,,,,1.8325203126657512,2.1209659746986342,1.2957306620637064,0.09442729494500997,2.063852215894439,13.920195197452221,,,,,,,14.0,25.0,0.0,1.0
EURUSD,4h,V3_RS,,,,,,,,,1.898763572373521,2.3995431396868803,1.7761704786813184,0.10202282672776544,1.7273445041609543,7.328649611384407,,,,,,,20.0,22.0,0.5,1.0
EURUSD,4h,V3_RS,,,,,,,,,1.8810621565409809,2.2757823444255076,1.870261484922481,0.13529063857186466,2.230701733048229,14.821445167643502,,,,,,,20.0,22.0,0.5,2.0
EURUSD,4h,V3_RS,,,,,,,,,1.8994309548442607,2.2148728275571243,1.4115347641289577,0.08996463576178143,1.4954022458417837,9.707963404809382,,,,,,,20.0,25.0,0.0,1.0
EURUSD,4h,V3_RS,,,,,,,,,1.461487014885825,1.7616576109530755,1.3181202278802975,0.07716289405657156,1.396627717771912,12.645177058506828,,,,,,,20.0,25.0,0.5,3.0
GBPUSD,1h,V3_TF,60.0,200.0,1.5,3.0,0.0,1.2,2.0,0.33,1.5229017467335892,1.9543037671089085,1.394450571613813,0.13277318399833604,1.351250479721939,10.924770217516794,,,,,,,,,,
GBPUSD,1h,V3_TF,40.0,100.0,1.5,1.5,2.0,1.2,2.0,0.33,1.8405254136735367,2.247429922952135,1.5508426433165072,0.13660453419858531,1.8188021753850725,7.064416677023536,,,,,,,,,,
GBPUSD,1h,V3_TF,40.0,200.0,1.5,3.0,3.0,1.0,1.5,0.33,1.5421930617676853,1.9084733834265466,1.4751702954939039,0.11601344292906485,2.2563077751870435,6.61716934473532,,,,,,,,,,
GBPUSD,1h,V3_TF,20.0,50.0,1.0,2.0,3.0,0.8,2.0,0.5,1.6137989880917545,1.9303416604755785,0.8744111441910094,0.05983165691454959,1.4982410620324693,13.333804670528783,,,,,,,,,,
GBPUSD,1h,V3_TF,40.0,100.0,2.0,3.0,3.0,1.2,1.5,0.33,1.8329111727586342,2.392780739703619,1.3055709324134526,0.06906548446328964,1.3778983223791377,9.58231431594206,,,,,,,,,,
GBPUSD,1h,V3_TF,60.0,100.0,1.0,1.5,3.0,1.2,1.5,0.5,1.8381687238216262,2.270228631181328,1.4765621008038483,0.0551897501029244,1.3346371273748638,14.739713019146523,,,,,,,,,,
GBPUSD,1h,V3_TF,60.0,200.0,2.0,2.0,2.0,1.2,1.5,0.33,1.7597593113706582,2.260177407345586,1.7175730897154424,0.05091455703328605,1.8693661863562552,14.703378471988046,,,,,,,,,,
GBPUSD,1h,V3_TF,20.0,100.0,1.0,3.0,3.0,1.0,2.0,0.33,1.404909329893291,1.9351512716685575,1.2017474371312624,0.11763617004820637,1.3694270023604047,5.831803788614111,,,,,,,,,,
GBPUSD,1h,V3_TF,60.0,200.0,1.0,3.0,1.0,1.0,2.0,0.33,1.2934401742073727,1.800551451759264,0.8130208999994694,0.08840089298659759,1.51685608952938,8.867492390252321,,,,,,,,,,
